text,author
Ryland groaned; cold drops stood on his brow.,MWS
The cause of the conference was a horror that brooded on the hills.,HPL
How could any backwoods dullard have gained so much as an idea of those glittering realms of supernal radiance and space about which Slater ranted in his furious delirium?,HPL
I must be more brief for night draws on apace and all my hours in this house are counted.,MWS
"A weird bunch of cuttings, all told; and I can at this date scarcely envisage the callous rationalism with which I set them aside.",HPL
"For this was it a glorious, for this was it an honourable undertaking.",MWS
"Two of the less irrelevantly moving things a rather large congeries of iridescent, prolately spheroidal bubbles and a very much smaller polyhedron of unknown colours and rapidly shifting surface angles seemed to take notice of him and follow him about or float ahead as he changed position among the titan prisms, labyrinths, cube and plane clusters, and quasi buildings; and all the while the vague shrieking and roaring waxed louder and louder, as if approaching some monstrous climax of utterly unendurable intensity.",HPL
At the same moment the disgusting form of Brown Jenkin scrambled up over the brink of the triangular black gulf on his left.,HPL
"I was alone, yet bound to the unknown depths by those magic strands whose insulated surface lay green beneath the struggling beams of that waning crescent moon.",HPL
Then as I heard another crash I opened my eyes and beheld myself upon the platform of that lighthouse from whence I had sailed so many aeons ago.,HPL
"Down unlit and illimitable corridors of eldritch phantasy sweeps the black, shapeless Nemesis that drives me to self annihilation.",HPL
"The tenor of my actions will prove that I had rather die, than be a mark for scorn behold the proud Evadne in her tatters look on the beggar princess There is aspic venom in the thought promise me that my secret shall not be violated by you.""",MWS
"After the revolution of ages Birnam hill was again covered with a young forest, while more aged pines, planted at the very commencement of the nineteenth century by the then Duke of Athol, gave solemnity and beauty to the scene.",MWS
"They had torn down the great central chimney, too, and fitted the rusty range with a flimsy outside tin stovepipe.",HPL
"But let me, it is my last entreaty, let me in the praises of his countrymen and the prosperity of England, find the choice of my youth justified.""",MWS
"Shall man be the enemy of man, while plague, the foe to all, even now is above us, triumphing in our butchery, more cruel than her own?""",MWS
I paused some time to reflect on all he had related and the various arguments which he had employed.,MWS
"I didn't keep track of the cross streets, and can't tell you yet which it was we turned up, but I know it wasn't Greenough Lane.",HPL
I was now conscious of a change.,MWS
"I threw myself into the carriage that was to convey me away, hardly knowing whither I was going, and careless of what was passing around.",MWS
It was the design of Angelo Ricci and Joe Czanek and Manuel Silva to call on the Terrible Old Man.,HPL
"He had nervously telephoned his wife he would not be home, and when she brought him a breakfast from the house he could scarcely dispose of a mouthful.",HPL
"To change the scene for her, and even for ourselves, all unhinged by the cloud that had come over us, I persuaded my two remaining companions that it were better that we should absent ourselves for a time from Windsor.",MWS
"Once more in shadow, I resumed my former dog trot past the leaning and decrepit houses that stared blankly into the night.",HPL
"I took a seat far behind him, but on the same side of the bus, since I wished to watch the shore during the journey.",HPL
But in the city things wore a different face.,MWS
"A despatch from California describes a theosophist colony as donning white robes en masse for some ""glorious fulfilment"" which never arrives, whilst items from India speak guardedly of serious native unrest toward the end of March.",HPL
"I had determined, if you were going southwards, still to trust myself to the mercy of the seas rather than abandon my purpose.",MWS
"He would pause now and then to renew those nervous glances over his shoulder or out toward the reef, and despite the wild absurdity of his tale, I could not help beginning to share his vague apprehensiveness.",HPL
"His serious mien recalled, by some association, the half forgotten Evadne to my mind, and I seized this opportunity to make enquiries from him concerning her strange lot.",MWS
"I ran on at my utmost speed until I found myself I knew not how, close to Westminster Abbey, and was attracted by the deep and swelling tone of the organ.",MWS
Do you think Nature composed his surpassing machine for no purpose?,MWS
"One night the castle on the hill was thrown into the wildest confusion by the vanishment of young Godfrey, son to Henri the Comte.",HPL
"Meanwhile poor Rhoby Harris, in her madness, gave voice to dreams and imaginings of the most hideous sort.",HPL
But these cares of Clerval were made of no avail when I visited the professors.,MWS
"Dun't know haow his poor wife kin feel she come from Ipswich, an' they nigh lynched Barnabas when he courted her fifty odd year' ago.",HPL
"But Woodville's words had magic in them, when beginning with the sweetest pity, he would raise me by degrees out of myself and my sorrows until I wondered at my own selfishness: but he left me and despair returned; the work of consolation was ever to begin anew.",MWS
"ye yelping dog ye called 'em, and they've come for me Moccasined feet dead men Gad sink ye, ye red devils, but I poisoned no rum o' yours han't I kept your pox rotted magic safe?",HPL
"The Great War, through which both of us served as surgeons, had intensified this side of West.",HPL
In about two hours the boat rested in a paved plaza close to the rocky wall of the valley.,HPL
"Niches here and there contained skulls of all shapes, and heads preserved in various stages of dissolution.",HPL
"But I forget myself, my tale is yet untold.",MWS
"There were bones badly crushed and splintered, but clearly recognisable as human whose manifestly modern date conflicted puzzlingly with the remote period at which their only possible lurking place, the low, slant floored loft overhead, had supposedly been sealed from all human access.",HPL
"Oh What a night it was And I passed on with quick steps among the high, dank grass amid the rain and tempest.",MWS
"Then through the high mists he heard the voice of unseen Barzai shouting wildly in delight: ""I have heard the gods I have heard earth's gods singing in revelry on Hatheg Kla The voices of earth's gods are known to Barzai the Prophet The mists are thin and the moon is bright, and I shall see the gods dancing wildly on Hatheg Kla that they loved in youth The wisdom of Barzai hath made him greater than earth's gods, and against his will their spells and barriers are as naught; Barzai will behold the gods, the proud gods, the secret gods, the gods of earth who spurn the sight of men"" Atal could not hear the voices Barzai heard, but he was now close to the bulging cliff and scanning it for foot holds.",HPL
"No father had watched my infant days, no mother had blessed me with smiles and caresses; or if they had, all my past life was now a blot, a blind vacancy in which I distinguished nothing.",MWS
"This text, as given, ran something like this: ""In his house at R'lyeh dead Cthulhu waits dreaming.""",HPL
"The admiralty will institute an inquiry on the whole matter beginning tomorrow, at which every effort will be made to induce Johansen to speak more freely than he has done hitherto.",HPL
"But life was yet strong within me; I recovered: nor did it a little aid my returning health that my recollections were at first vague, and that I was too weak to feel any violent emotion.",MWS
She knew that Raymond had conversed with her; had he instigated this request?,MWS
"Come, I see that you are already persuaded, and will second me when I propose him to night in parliament.""",MWS
"She listened eagerly to him, yet tantalized herself by giving to his words a meaning foreign to their true interpretation, and adverse to her hopes.",MWS
It was a life of toil; for rain and cold were more frequent than sunshine; but it was my pride to contemn the elements.,MWS
"She was there, lifeless and inanimate, thrown across the bed, her head hanging down and her pale and distorted features half covered by her hair.",MWS
"But although St. Stephen's did not echo with the voice which filled each heart, the newspapers teemed with nothing else; and in private companies the conversation however remotely begun, soon verged towards this central point, while voices were lowered and chairs drawn closer.",MWS
"I found, at the start, that the land had been part of the long strip of home lot granted originally to John Throckmorton; one of many similar strips beginning at the Town Street beside the river and extending up over the hill to a line roughly corresponding with the modern Hope Street.",HPL
"I go; but remember, I shall be with you on your wedding night.""",MWS
He demanded the place of deputy as his right.,MWS
"But he remembered it again when he walked down a white path toward a red roofed pagoda, and would have questioned the people of that land about it, had he not found that there were no people there, but only birds and bees and butterflies.",HPL
"Such would be my liberty except that in my Elizabeth I possessed a treasure, alas, balanced by those horrors of remorse and guilt which would pursue me until death.",MWS
"I could not do otherwise, even if I had wished; for if we are said to have two souls, he was my better soul, to which the other was a perpetual slave.",MWS
Out of the South it would glide very smoothly and silently over the sea.,HPL
"But her rights with regard to him, and her cherished independence, should not be injured by the idea of interest, or the intervention of the complicated feelings attendant on pecuniary obligation, and the relative situations of the benefactor, and benefited.",MWS
"Dr. Armitage slept, but was partly delirious the next day.",HPL
"We entered London in the evening, and went to our several abodes near Hyde Park.",MWS
ever hear tell of a shoggoth? . . .,HPL
"And now they were scattered, and shared only the rituals of mysteries that none living could understand.",HPL
"The care of me while a baby, and afterwards untill I had reached my eighth year devolved on a servant of my mother's, who had accompanied us in our retirement for that purpose.",MWS
"""But do not you see, Lionel, the drift of our noble friend; a drift, perhaps, unknown to himself, but apparent to me.",MWS
"""It is a strange link in my fate that without having seen you I should passionately love you.",MWS
"I returned to Windsor by the Long Walk, and passing through the town towards the Castle, I found it in a state of agitation and disturbance.",MWS
We went together to the House in the evening.,MWS
"My country, my beloved country who but a native can tell the delight I took in again beholding thy streams, thy mountains, and, more than all, thy lovely lake Yet, as I drew nearer home, grief and fear again overcame me.",MWS
"Her countenance was all expression; her eyes were not dark, but impenetrably deep; you seemed to discover space after space in their intellectual glance, and to feel that the soul which was their soul, comprehended an universe of thought in its ken.",MWS
"The ancient lightning scarred trees seemed unnaturally large and twisted, and the other vegetation unnaturally thick and feverish, while curious mounds and hummocks in the weedy, fulgurite pitted earth reminded me of snakes and dead men's skulls swelled to gigantic proportions.",HPL
"Thus far I have gone, tracing a secure way over the pathless seas, the very stars themselves being witnesses and testimonies of my triumph.",MWS
Then the stirring of my uncle in his sleep attracted my notice.,HPL
"My liking for him did not grow, though the attic room and the weird music seemed to hold an odd fascination for me.",HPL
"Rice, beside him, took from a valise a metal sprayer of the sort used in combating insects; whilst Morgan uncased the big game rifle on which he relied despite his colleague's warnings that no material weapon would be of help.",HPL
"Then, after a short interval, the form in the corner stirred; and may pitying heaven keep from my sight and sound another thing like that which took place before me.",HPL
"I had now neglected my promise for some time, and I feared the effects of the daemon's disappointment.",MWS
"Evadne's feminine prudence perceived how useless any assertion of his resolves would be, till added years gave weight to his power.",MWS
"Around the middle of July just a year after the Innsmouth experience I spent a week with my late mother's family in Cleveland; checking some of my new genealogical data with the various notes, traditions, and bits of heirloom material in existence there, and seeing what kind of connected chart I could construct.",HPL
"He is a soldier, a general.",MWS
"She tried to rouse herself, but her eyes every now and then filled with tears, and she looked wistfully on Raymond and her girl, as if fearful that some evil would betide them.",MWS
"But such miseries could never intrude upon the domestic circle left to me, while, secluded in our beloved forest, we passed our lives in tranquillity.",MWS
"Do you also join with my enemies to crush me, to condemn me as a murderer?""",MWS
"Walking, riding, the common occupations of life, overcame him: he felt no pain, but seemed to tremble for ever on the verge of annihilation.",MWS
"She spoke quickly, as if to convince herself; she turned her eyes from the trees and forest paths she loved; she hid her face in my bosom, and we yes, my masculine firmness dissolved we wept together consolatory tears, and then calm nay, almost cheerful, we returned to the castle.",MWS
"Seven years ago, in her youthful prime, she had become attached to him; he had served her country against the Turks; he had in her own land acquired that military glory peculiarly dear to the Greeks, since they were still obliged inch by inch to fight for their security.",MWS
"There was evidently something behind all this; yet, when he appeared about to speak of that which was nearest his heart, he would abruptly turn away, and with a sigh endeavour to deliver the painful idea to the winds.",MWS
"I appear to have strength, power, victory; standing as a dome supporting column stands; and I am a reed I have ambition, and that attains its aim; my nightly dreams are realized, my waking hopes fulfilled; a kingdom awaits my acceptance, my enemies are overthrown.",MWS
"I talked with the elderly Archer Harris, then owner of the house, many times before his death in ; and obtained from him and his still surviving maiden sister Alice an authentic corroboration of all the family data my uncle had collected.",HPL
"I heard of the difference of sexes, and the birth and growth of children, how the father doted on the smiles of the infant, and the lively sallies of the older child, how all the life and cares of the mother were wrapped up in the precious charge, how the mind of youth expanded and gained knowledge, of brother, sister, and all the various relationships which bind one human being to another in mutual bonds.",MWS
"Flight was universal, and in the clamour and panic several fell in a swoon and were dragged away by their madly fleeing companions.",HPL
Perdita reproached us bitterly.,MWS
"Do not endeavour to deprive me of my companion, the out cast's friend.",MWS
"Braced up by Elwood's companionship, Gilman attended classes that day.",HPL
"At about midnight Raymond and I took leave of my sister, to return to town.",MWS
Great pains had been taken in the scenery to give the semblance of reality to the impossible.,MWS
"Mankind was not absolutely alone among the conscious things of earth, for shapes came out of the dark to visit the faithful few.",HPL
"As he spoke, I felt subject to him; and all my boasted pride and strength were subdued by the honeyed accents of this blue eyed boy.",MWS
"""Next summer,"" said Adrian as we parted on our return to Windsor, ""will decide the fate of the human race.",MWS
And yet you are still unhappy and still avoid our society.,MWS
I have saved you so far by telling you to keep still saved you to see more sights and to listen to me.,HPL
Such was the maniac language of her enthusiasm.,MWS
"When I say that Dr. West was avid to serve in battle, I do not mean to imply that he was either naturally warlike or anxious for the safety of civilisation.",HPL
"I have said, that the defects of her character awoke and acquired vigour from her unnatural position.",MWS
Perdita was sensible of the failing of the tide that fed her life.,MWS
Everything was made to yield to her wishes and her convenience.,MWS
"Joy and exultation, were mine, to possess, and to save her.",MWS
"I can do this I can marry Idris.""",MWS
we asked: can we enter here?,MWS
On every point of general literature he displays unbounded knowledge and a quick and piercing apprehension.,MWS
Molehills . . . the damned place must be honeycombed . . .,HPL
"Just as I dropped to sleep I fancied I heard faint sounds from the distance; sounds that were wild and half musical, and stirred me with a weird excitement which coloured my dreams.",HPL
"""You know,"" he said, ""there are things that won't do for Newbury Street things that are out of place here, and that can't be conceived here, anyhow.",HPL
"""We know not what all this wide world means; its strange mixture of good and evil.",MWS
And then of what use would be pursuit?,MWS
"Raymond was inspirited by the intense sensations of recovered health; he felt that in being general of the Athenians, he filled a post worthy of his ambition; and, in his hope of the conquest of Constantinople, he counted on an event which would be as a landmark in the waste of ages, an exploit unequalled in the annals of man; when a city of grand historic association, the beauty of whose site was the wonder of the world, which for many hundred years had been the strong hold of the Moslems, should be rescued from slavery and barbarism, and restored to a people illustrious for genius, civilization, and a spirit of liberty.",MWS
"We lengthened our tour into Scotland, that we might see Loch Katrine and Loch Lomond; thence we crossed to Ireland, and passed several weeks in the neighbourhood of Killarney.",MWS
"In a fit of enthusiastic madness I created a rational creature and was bound towards him to assure, as far as was in my power, his happiness and well being.",MWS
"One of his servants, while waiting on him, had suddenly fallen down dead.",MWS
"Then, agitated as she had been by her mother's violence, and now by unaccustomed fears, she lay unable to sleep, starting at every sound.",MWS
"A few persons had half seen it in the dark, and said it was white and like a malformed ape or anthropomorphic fiend.",HPL
"The green woods waved their boughs majestically, while the dying were spread beneath their shade, answering the solemn melody with inharmonious cries.",MWS
"But as I stood in the tower's topmost chamber, I beheld the horned waning moon, red and sinister, quivering through the vapours that hovered over the distant valley of Banof.",HPL
So matters went till that night when Williams brought home the infamous Necronomicon of the mad Arab Abdul Alhazred.,HPL
She shed indeed many tears; her head sunk unconsciously on the shoulder of Raymond; he held her hand: he kissed her sunken tear stained cheek.,MWS
Yet how was I to do this?,MWS
"That was it, by heaven The man was not a fantaisiste or romanticist at all he did not even try to give us the churning, prismatic ephemera of dreams, but coldly and sardonically reflected some stable, mechanistic, and well established horror world which he saw fully, brilliantly, squarely, and unfalteringly.",HPL
"On landing at Athens we found difficulties encrease upon us: nor could the storied earth or balmy atmosphere inspire us with enthusiasm or pleasure, while the fate of Raymond was in jeopardy.",MWS
By the middle of October we were puzzled by our lack of progress.,HPL
"Three dogs that were with the party had barked furiously at first, but seemed cowed and reluctant when near the glen.",HPL
But more wonderful than the lore of old men and the lore of books is the secret lore of ocean.,HPL
"I have failed in my duty and betrayed the marble city of Olathoë; I have proven false to Alos, my friend and commander.",HPL
"Some frightful influence, I felt, was seeking gradually to drag me out of the sane world of wholesome life into unnamable abysses of blackness and alienage; and the process told heavily on me.",HPL
The predatory excursions on which we collected our unmentionable treasures were always artistically memorable events.,HPL
"He had sought this office with eagerness, under the idea of turning his whole forces to the suppression of the privileged orders of our community.",MWS
"Indeed, the greatest problem was to get them fresh enough West had had horrible experiences during his secret college researches with corpses of doubtful vintage.",HPL
"Armitage, having read the hideous diary, knew painfully well what kind of a manifestation to expect; but he did not add to the fright of the Dunwich people by giving any hints or clues.",HPL
"Prompted by some preserving instinct of self defence, I broke through the spell that had hitherto held me immovable, and flung my now dying torch at the creature who menaced my existence.",HPL
In M. Waldman I found a true friend.,MWS
"The west of Ireland, too, is full of wild rumour and legendry, and a fantastic painter named Ardois Bonnot hangs a blasphemous ""Dream Landscape"" in the Paris spring salon of .",HPL
"By this time the tree by the tomb had attained amazing proportions, exceeding all other trees of its kind, and sending out a singularly heavy branch above the apartment in which Musides laboured.",HPL
But what threw Gilman into a cold perspiration was the report of a pair of revellers who had been walking past the mouth of the gangway just after midnight.,HPL
"She told me, that she had kept up her strength and courage till her arrival at my cottage, and then both failed.",MWS
"The place always was badly cut off from the rest of the country by marshes and creeks, and we can't be sure about the ins and outs of the matter; but it's pretty clear that old Captain Marsh must have brought home some odd specimens when he had all three of his ships in commission back in the twenties and thirties.",HPL
"Stubbs, upon sending forth his son Zerubbabel to seek his fortune in New England in for he thought ill of the Restoration atmosphere for a pious young yeoman, gave him St. Ibid's or rather Brother Ibid's, for he abhorred all that was Popish skull as a talisman.",HPL
"In these Meetings we preserv'd a remarkable Degree of Amity and Tranquillity, which contrasts very favourably with some of the Dissensions and Disruptions I observe in the literary and amateur Press Associations of today.",HPL
"Never mingling much with his kind, he had dropped gradually from social visibility, and was now known only to a small group of aesthetes from other towns.",HPL
"We felt extreme delight at our escape from political turmoil, and sought our solitude with redoubled zest.",MWS
"""Matt Eliot, his fust mate, talked a lot, too, only he was agin' folks's doin' any heathen things.",HPL
"But he has already recovered his spirits, and is reported to be on the point of marrying a lively pretty Frenchwoman, Madame Tavernier.",MWS
"He shewed how England had become powerful, and its inhabitants valiant and wise, by means of the freedom they enjoyed.",MWS
"""You mustn't try anything more with that thing.",HPL
"You know what a fiend he was for revenge how he ruined old Raymond thirty years after their boundary suit, and how he stepped on the puppy that snapped at him a year ago last August. . . .",HPL
"She endeavoured to bring him up in a sense of resentment towards, and a desire to revenge himself upon, those who had been instrumental in bringing about his father's abdication.",MWS
"He would come triumphantly to the district to which my parent had fled broken hearted; he would find the ill fated offspring, bequeathed with such vain confidence to his royal father, miserable paupers.",MWS
"As my sickness quitted me, I was absorbed by a gloomy and black melancholy that nothing could dissipate.",MWS
Trever was the son of prominent parents in Appleton.,HPL
"On Wednesday, June , , after a proper notification of Carrington Harris which did not include surmises as to what we expected to find, my uncle and I conveyed to the shunned house two camp chairs and a folding camp cot, together with some scientific mechanism of greater weight and intricacy.",HPL
"Thick, well trimmed hair that argued the punctual calls of a barber was parted gracefully above a high forehead; and the whole picture was one of striking intelligence and superior blood and breeding.",HPL
"Eventually there had been a hint of vast, leaping shadows, of a monstrous, half acoustic pulsing, and of the thin, monotonous piping of an unseen flute but that was all.",HPL
Memories and possibilities are ever more hideous than realities.,HPL
"For awhile my labours were not solitary; but that time is gone; and, with the selected and matchless companion of my toils, their dearest reward is also lost to me Di mie tenere frondi altro lavoro Credea mostrarte; e qual fero pianeta Ne' nvidio insieme, o mio nobil tesoro?",MWS
"De Langlade regarded this sacred object with proper veneration and ransomed it at the expense of many glass beads; yet after his time it found itself in many other hands, being traded to settlements at the head of Lake Winnebago, to tribes around Lake Mendota, and finally, early in the nineteenth century, to one Solomon Juneau, a Frenchman, at the new trading post of Milwaukee on the Menominee River and the shore of Lake Michigan.",HPL
"His soul was sympathy, and dedicated to the worship of beauty and excellence.",MWS
"I owe this to Greece, to you, to my surviving Perdita, and to myself, the victim of ambition.""",MWS
"In a moment I understood that he meant to open the hatch and plunge with me into the water outside, a vagary of suicidal and homicidal mania for which I was scarcely prepared.",HPL
I took it up and placed it in my breast.,MWS
"There is an expression of despair, and sometimes of revenge, in your countenance that makes me tremble.",MWS
"There was a show of gratitude and worship in his attachment to my mother, differing wholly from the doting fondness of age, for it was inspired by reverence for her virtues and a desire to be the means of, in some degree, recompensing her for the sorrows she had endured, but which gave inexpressible grace to his behaviour to her.",MWS
"Those whitish gold ornaments might easily have been bought from some Innsmouth sailor by the father of my great grandmother, whoever he was.",HPL
It came as some gentle visitation; it went and I hardly felt the loss.,MWS
You minutely described in these papers every step you took in the progress of your work; this history was mingled with accounts of domestic occurrences.,MWS
"It repelled him horribly, and revolted all his inherited delicacy; but his determination to taste life to the full remained with him, and he maintained a bold front.",HPL
"Not in the spaces we know, but between them, They walk serene and primal, undimensioned and to us unseen.",HPL
"Why do you bring me out, and torture me, and tempt me, and kill me Much happier would it be for you and for me if in your frantic curiosity you tore my heart from my breast and tried to read its secrets in it as its life's blood was dropping from it.",MWS
"All the strangeness and expectancy of his recent dreams seemed present in this hushed and unearthly landscape, and he thought of the unknown solitudes of other planets as his eyes traced out the velvet and deserted lawns shining undulant between their tumbled walls, the clumps of faery forest setting off far lines of purple hills beyond hills, and the spectral wooded valley dipping down in shadow to dank hollows where trickling waters crooned and gurgled among swollen and distorted roots.",HPL
"""I thank you, but all that you mention is nothing to me; on the whole earth there is no comfort which I am capable of receiving.""",MWS
"How often hath he sung to me of lands that never were, and things that never can be Of Aira did he speak much; of Aira and the river Nithra, and the falls of the tiny Kra.",HPL
"""Now, dear Victor, I dare say you wish to be indulged in a little gossip concerning the good people of Geneva.",MWS
"A few incidents now and then directed me, and I possessed a map of the country; but I often wandered wide from my path.",MWS
"The females received them on their return with the simple and affectionate welcome known before only to the lowly cottage a clean hearth and bright fire; the supper ready cooked by beloved hands; gratitude for the provision for to morrow's meal: strange enjoyments for the high born English, yet they were now their sole, hard earned, and dearly prized luxuries.",MWS
"In vain did the eye strive to find the wreck of some northern cloud in the stainless empyrean, which might bring hope of change and moisture to the oppressive and windless atmosphere.",MWS
"This fear grew stronger from what had before lessened it, for the more I looked at the old man's bland face the more its very blandness terrified me.",HPL
"Sometimes he thought that I felt deeply the degradation of being obliged to answer a charge of murder, and he endeavoured to prove to me the futility of pride.",MWS
My death is rapidly approaching and you are not near to watch the flitting and vanishing of my spirit.,MWS
"He Woodville, mourned the loss of his bride: others wept the various forms of misery as they visited them: but infamy and guilt was mingled with my portion; unlawful and detestable passion had poured its poison into my ears and changed all my blood, so that it was no longer the kindly stream that supports life but a cold fountain of bitterness corrupted in its very source.",MWS
"He would embark in a balloon; he would sail for a distant quarter of the world, where his name and humiliation were unknown.",MWS
"Men of his blood had once ruled over Kilderry and built and dwelt in the castle, but those days were very remote, so that for generations the castle had been empty and decaying.",HPL
"After about three quarters of an hour without the least sign of life he disappointedly pronounced the solution inadequate, but determined to make the most of his opportunity and try one change in the formula before disposing of his ghastly prize.",HPL
"""You thought ultra violet was invisible, and so it is but you can see that and many other invisible things now.",HPL
"The country bore an aspect more than usually sinister as we viewed it by night and without the accustomed crowds of investigators, so that we were often tempted to use the acetylene headlight despite the attention it might attract.",HPL
"By degrees his health was shaken by his misery, and then his intellect yielded to the same tyranny.",MWS
"This answer startled me, but I presently recovered myself.",MWS
"Evidently he found the society of a well born man a rare novelty in this dingy environment, and was moved to unaccustomed speech as memories of better days surged over him.",HPL
"The abode of the race whose scions are here inurned had once crowned the declivity which holds the tomb, but had long since fallen victim to the flames which sprang up from a disastrous stroke of lightning.",HPL
"I found if sorrow was dead within me, so was love and desire of sympathy.",MWS
"Listen to me, and then reflect if you ought to win me to your project, even if with the over bearing eloquence of despair you could make black death so inviting that the fair heaven should appear darkness.",MWS
"At the moment, I felt convinced that I was acting for the best, and that all I did was right and even necessary.",MWS
You doubtless recollect these papers.,MWS
Some gazed on these processions with wild eagerness others fled timidly some wept aloud.,MWS
"All factitious colouring disappeared death rose like night, and, protected by its murky shadows the blush of modesty, the reserve of pride, the decorum of prudery were frequently thrown aside as useless veils.",MWS
"Then the appearance of death was distant, although the wish was ever present to my thoughts; and I often sat for hours motionless and speechless, wishing for some mighty revolution that might bury me and my destroyer in its ruins.",MWS
"Where Gilman could have been, how he got back to his room without making tracks in the hall, and how the muddy, furniture like prints came to be mixed with his in the garret chamber, were wholly beyond conjecture.",HPL
"The hidden cults to which these witches belonged often guarded and handed down surprising secrets from elder, forgotten aeons; and it was by no means impossible that Keziah had actually mastered the art of passing through dimensional gates.",HPL
"While I was thus engaged, Ernest entered: he had heard me arrive, and hastened to welcome me: ""Welcome, my dearest Victor,"" said he. ""Ah I wish you had come three months ago, and then you would have found us all joyous and delighted.",MWS
At this juncture the shutter began to rattle in a howling night wind which had sprung up outside as if in answer to the mad playing within.,HPL
Alfred's serious air shewed that he still revolved the tragic story related by the Italian boy.,MWS
"But he was unmoved, and cried: ""If I am mad, it is mercy May the gods pity the man who in his callousness can remain sane to the hideous end Come and be mad whilst he still calls with mercy"" This outburst seemed to relieve a pressure in his brain; for as he finished he grew much milder, asking me to let him depart alone if I would not accompany him.",HPL
"Once most of the young men went away, and some never came back.",HPL
"What it suggested, however, was of portentous significance to my flagging quest; and I carefully tore it out for immediate action.",HPL
"Five of the worshippers lay dead, and two severely wounded ones were carried away on improvised stretchers by their fellow prisoners.",HPL
"Such had been Ryland's plan, and he was discovered dead and half devoured by insects, in a house many miles from any other, with piles of food laid up in useless superfluity.",MWS
She prayed for her husband's soul; she conjured the Supreme to place on her head the crime of his self destruction she vowed to live to expiate his fault.,MWS
It must be the excess of madness that could make me imagine that I could ever be aught but one alone; struck off from humanity; bearing no affinity to man or woman; a wretch on whom Nature had set her ban.,MWS
"Of his own condition he could not well judge, for sight of his arms, legs, and torso seemed always cut off by some odd disarrangement of perspective; but he felt that his physical organisation and faculties were somehow marvellously transmuted and obliquely projected though not without a certain grotesque relationship to his normal proportions and properties.",HPL
"Do you think that I will be questioned, and my replies disdainfully set aside? Do you think that I will be suspected, perhaps watched, cross questioned, and disbelieved?",MWS
"Each felt, that England had never seen a Protector so capable of fulfilling the arduous duties of that high office.",MWS
"They seemed to hate and fear him at the same time, and he seemed to return these sentiments.",HPL
"HAPPY, thrice happy, were the months, and weeks, and hours of that year.",MWS
"Adrian suddenly vanished; and, by the time that Raymond's supporters were reduced to our intimate friends merely, returned leading Idris to congratulate her friend on his success.",MWS
"Trever seemed dazed in the confusion, and shrank to the wall as the strife thickened.",HPL
"""Yet how can I expect you to sympathize with me?",MWS
"One canvas shewed a ring of them baying about a hanged witch on Gallows Hill, whose dead face held a close kinship to theirs.",HPL
"I heard my sister's sobs, and thought, happy are women who can weep, and in a passionate caress disburthen the oppression of their feelings; shame and habitual restraint hold back a man.",MWS
"It is not dream it is not, I fear, even madness for too much has already happened to give me these merciful doubts.",HPL
"Through this crevice a small room was visible, whitewashed and clean but very bare of furniture.",MWS
"I did not tell her, that to spare her the pang of parting from inanimate objects, now the only things left, I had resolved that we should none of us return to Windsor.",MWS
I left a guard to protect this treasure of dust; and ordered perpetual torches to be burned around.,MWS
"From the tangle of chimney pots scarcely a wisp of smoke came, and the three tall steeples loomed stark and unpainted against the seaward horizon.",HPL
"""And yet you rescued me from a strange and perilous situation; you have benevolently restored me to life.""",MWS
A certain consistency in the strange papers of his ancestor suggested that the madman's imagination might have been stimulated by native myths.,HPL
"The shriek of fright and impotent malice emitted by the would be assassin proved too much for my already shaken nerves, and I fell prone upon the slimy floor in a total faint.",HPL
"Over everything was a pall of intensely maddening fear, and the climax was reached when the furry thing ran up the dreamer's clothing to his shoulders and then down his left arm, finally biting him sharply in the wrist just below his cuff.",HPL
"And against the rotting wharves the sea pounded; the secretive, immemorial sea out of which the people had come in the elder time.",HPL
"The practices I heard attributed to him would be unbelievable today, at least in a city; and even Peck Valley would have shuddered a bit had it known the easy ethics of its mortuary artist in such debatable matters as the ownership of costly ""laying out"" apparel invisible beneath the casket's lid, and the degree of dignity to be maintained in posing and adapting the unseen members of lifeless tenants to containers not always calculated with sublimest accuracy.",HPL
"To the south then, to the sun where nature is kind, where Jove has showered forth the contents of Amalthea's horn, and earth is garden.",MWS
"In the dazzling violet light of dream the old woman and the fanged, furry thing came again and with a greater distinctness than on any former occasion.",HPL
"What if I told you that I've got another studio up there, where I can catch the night spirit of antique horror and paint things that I couldn't even think of in Newbury Street?",HPL
"Gilman came from Haverhill, but it was only after he had entered college in Arkham that he began to connect his mathematics with the fantastic legends of elder magic.",HPL
"The witchcraft terror is a horrible ray of light on what was stewing in men's crushed brains, but even that is a trifle.",HPL
"The body now twitched more vigorously, and beneath our avid eyes commenced to heave in a frightful way.",HPL
"If an old Roman of the period of the Republic had returned to life, and talked of the impending election of some laurel crowned consul, or of the last battle with Mithridates, his ideas would not have been more alien to the times, than the conversation of Merrival.",MWS
He feared that the intensity of his passion might become the subject of their ridicule; and he could not bear that they should blaspheme it by considering that trivial and transitory which he felt was the life of his life.,MWS
"And overhead, scarce ten degrees from the zenith, glowed that watching Pole Star.",HPL
That flopping or pattering was monstrous I could not look upon the degenerate creatures responsible for it.,HPL
How could I save them?,MWS
"Some of my comrades groaned, and my own mind began to grow watchful with anxious thoughts, when a strange sight suddenly attracted our attention and diverted our solicitude from our own situation.",MWS
"The ship sank quite picturesquely, bow first, the stern rising high out of the water whilst the hull shot down perpendicularly to the bottom of the sea.",HPL
